#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CENPU	ZWINT	9606.ENSP00000281453	9606.ENSP00000363055	0	0	0	0	0.795	0	0	0.549	0.903
CENPU	CENPW	9606.ENSP00000281453	9606.ENSP00000357308	0	0	0	0	0.357	0	0.800	0.746	0.964
CENPV	PSME3	9606.ENSP00000299736	9606.ENSP00000293362	0	0	0	0	0.063	0	0	0.848	0.852
CENPV	ERVW-1	9606.ENSP00000299736	9606.ENSP00000419945	0	0	0	0	0.062	0	0	0.427	0.439
CENPV	CREB3	9606.ENSP00000299736	9606.ENSP00000342136	0	0	0	0	0	0	0	0.481	0.481
CENPW	OIP5	9606.ENSP00000357308	9606.ENSP00000220514	0	0	0	0	0.397	0	0.600	0.444	0.854
CENPW	RAD51AP1	9606.ENSP00000357308	9606.ENSP00000228843	0	0	0	0	0.480	0	0	0	0.480
CENPW	MET	9606.ENSP00000357308	9606.ENSP00000317272	0	0	0	0	0.049	0	0	0.516	0.520
CENPW	DTL	9606.ENSP00000357308	9606.ENSP00000355958	0	0	0	0	0.349	0	0	0.253	0.493
CENPW	UBE2T	9606.ENSP00000357308	9606.ENSP00000356243	0	0	0	0	0.434	0	0	0.164	0.507
CENPW	NUSAP1	9606.ENSP00000357308	9606.ENSP00000453403	0	0	0	0	0.420	0	0	0.074	0.441
CENPW	CKS2	9606.ENSP00000357308	9606.ENSP00000364976	0	0	0	0	0.443	0	0	0.237	0.557
CENPW	HIST1H2AC	9606.ENSP00000357308	9606.ENSP00000367022	0	0	0	0	0.062	0	0.600	0	0.608
CENPW	ZWINT	9606.ENSP00000357308	9606.ENSP00000363055	0	0	0	0	0.378	0.275	0	0.464	0.737
CENPW	PBK	9606.ENSP00000357308	9606.ENSP00000428489	0	0	0	0	0.857	0	0	0	0.857
CENPW	TOP2A	9606.ENSP00000357308	9606.ENSP00000411532	0	0	0	0	0.870	0	0	0.140	0.883
CERCAM	ENPP2	9606.ENSP00000361929	9606.ENSP00000259486	0	0	0	0	0.069	0	0	0.446	0.462
CFD	SERPINE1	9606.ENSP00000332139	9606.ENSP00000223095	0	0	0	0	0	0.120	0	0.563	0.598
CFD	FABP4	9606.ENSP00000332139	9606.ENSP00000256104	0	0	0	0	0.176	0	0	0.635	0.686
CFD	LGALS3BP	9606.ENSP00000332139	9606.ENSP00000262776	0	0	0	0	0	0	0	0.479	0.479
CFD	PPARG	9606.ENSP00000332139	9606.ENSP00000287820	0	0	0	0	0.063	0	0	0.663	0.671
CFD	LPL	9606.ENSP00000332139	9606.ENSP00000309757	0	0	0	0	0.108	0	0	0.667	0.691
CFD	SPP1	9606.ENSP00000332139	9606.ENSP00000378517	0	0	0	0	0	0.056	0	0.400	0.409
CFD	PPARA	9606.ENSP00000332139	9606.ENSP00000385523	0	0	0	0	0	0	0	0.424	0.424
CFD	TNF	9606.ENSP00000332139	9606.ENSP00000398698	0	0	0	0	0.064	0	0	0.451	0.464
CFD	IL6	9606.ENSP00000332139	9606.ENSP00000385675	0	0	0	0	0	0	0	0.505	0.505
CFD	CIDEC	9606.ENSP00000332139	9606.ENSP00000373328	0	0	0	0	0.269	0	0	0.454	0.584
CFL1	COTL1	9606.ENSP00000432660	9606.ENSP00000262428	0	0	0	0	0.112	0.373	0	0.511	0.705
CFL1	PRDX1	9606.ENSP00000432660	9606.ENSP00000262746	0	0	0	0	0.089	0.399	0	0.417	0.653
CFL1	HSPA4	9606.ENSP00000432660	9606.ENSP00000302961	0	0	0	0	0.088	0	0	0.397	0.427
CFL1	DPYSL2	9606.ENSP00000432660	9606.ENSP00000309539	0	0	0	0	0.062	0	0	0.452	0.464
CFL1	ZYX	9606.ENSP00000432660	9606.ENSP00000324422	0	0	0	0	0.156	0	0	0.414	0.485
CFL1	PLD1	9606.ENSP00000432660	9606.ENSP00000342793	0	0	0	0	0	0.270	0	0.384	0.531
CFL1	YWHAB	9606.ENSP00000432660	9606.ENSP00000361930	0	0	0	0	0.326	0.102	0	0.478	0.657
CFL1	TXN	9606.ENSP00000432660	9606.ENSP00000363641	0	0	0	0	0.201	0	0	0.307	0.423
CFL1	TMSB4X	9606.ENSP00000432660	9606.ENSP00000370010	0	0	0	0	0.117	0	0	0.624	0.655
CFL1	DYNLL1	9606.ENSP00000432660	9606.ENSP00000376297	0	0	0	0	0.289	0.301	0	0.084	0.505
CFL1	YWHAZ	9606.ENSP00000432660	9606.ENSP00000379287	0	0	0	0	0.131	0.491	0	0.980	0.991
CFL1	LDHB	9606.ENSP00000432660	9606.ENSP00000379386	0	0	0	0	0.064	0.438	0	0.182	0.532
CFL1	RHOA	9606.ENSP00000432660	9606.ENSP00000400175	0	0	0	0	0.119	0.070	0.650	0.854	0.952
CFL1	RND2	9606.ENSP00000432660	9606.ENSP00000466680	0	0	0	0	0.062	0.070	0	0.525	0.549
CHD2	HELLS	9606.ENSP00000377747	9606.ENSP00000377601	0	0	0	0.738	0.146	0.310	0	0.189	0.410
CHDH	PEMT	9606.ENSP00000319851	9606.ENSP00000255389	0	0	0	0	0.062	0	0.800	0.723	0.943
CHDH	MAT1A	9606.ENSP00000319851	9606.ENSP00000361287	0	0	0	0	0.065	0	0	0.403	0.418
CHDH	GNMT	9606.ENSP00000319851	9606.ENSP00000361894	0	0	0	0	0.065	0	0	0.419	0.434
CHDH	H6PD	9606.ENSP00000319851	9606.ENSP00000473348	0.151	0	0	0	0.072	0	0	0.351	0.444
CHDH	MTHFR	9606.ENSP00000319851	9606.ENSP00000365777	0	0	0	0	0	0	0	0.690	0.691
CHDH	PLA2G16	9606.ENSP00000319851	9606.ENSP00000320337	0	0	0	0	0	0	0.800	0	0.800
CHDH	PLD1	9606.ENSP00000319851	9606.ENSP00000342793	0	0	0	0	0.062	0	0.800	0	0.804
CHEK2	SIRT1	9606.ENSP00000372023	9606.ENSP00000212015	0	0	0	0	0.066	0.390	0	0.608	0.757
CHEK2	MAPK1	9606.ENSP00000372023	9606.ENSP00000215832	0	0	0.220	0.681	0.063	0.686	0	0.356	0.742
CHEK2	YWHAH	9606.ENSP00000372023	9606.ENSP00000248975	0	0	0	0	0.062	0.181	0.900	0.194	0.929
CHEK2	MCM4	9606.ENSP00000372023	9606.ENSP00000262105	0	0	0	0	0.202	0.788	0	0.760	0.955
CHEK2	E2F3	9606.ENSP00000372023	9606.ENSP00000262904	0	0	0	0	0.062	0	0	0.399	0.412
CHEK2	MCM6	9606.ENSP00000372023	9606.ENSP00000264156	0	0	0	0	0.210	0.256	0	0.611	0.751
CHEK2	STAT3	9606.ENSP00000372023	9606.ENSP00000264657	0	0	0	0	0.062	0	0	0.402	0.415
CHEK2	NCOR1	9606.ENSP00000372023	9606.ENSP00000268712	0	0	0	0	0.062	0	0	0.451	0.463
CHEK2	NSMCE2	9606.ENSP00000372023	9606.ENSP00000287437	0	0	0	0	0.062	0.104	0	0.571	0.608
CHEK2	PSME3	9606.ENSP00000372023	9606.ENSP00000293362	0	0	0	0	0	0.487	0	0.465	0.714
CHEK2	FEN1	9606.ENSP00000372023	9606.ENSP00000305480	0	0	0	0	0.131	0.180	0	0.762	0.815
CHEK2	CYCS	9606.ENSP00000372023	9606.ENSP00000307786	0	0	0	0	0	0	0	0.465	0.465
CHEK2	TYMS	9606.ENSP00000372023	9606.ENSP00000315644	0	0	0	0	0.210	0.056	0	0.319	0.448
CHEK2	HORMAD2	9606.ENSP00000372023	9606.ENSP00000336984	0	0	0	0	0	0	0	0.445	0.445
CHEK2	WDHD1	9606.ENSP00000372023	9606.ENSP00000353793	0	0	0	0	0.217	0.255	0	0.618	0.758
CHEK2	DTL	9606.ENSP00000372023	9606.ENSP00000355958	0	0	0	0	0.318	0.144	0	0.336	0.579
CHEK2	JUN	9606.ENSP00000372023	9606.ENSP00000360266	0	0	0	0	0	0	0	0.407	0.407
CHEK2	HDAC8	9606.ENSP00000372023	9606.ENSP00000362674	0	0	0	0	0.062	0.213	0	0.302	0.439
CHEK2	HIST1H2AC	9606.ENSP00000372023	9606.ENSP00000367022	0	0	0	0	0.062	0.147	0	0.378	0.458
CHEK2	PCNA	9606.ENSP00000372023	9606.ENSP00000368458	0	0	0	0	0.132	0.349	0	0.456	0.666
CHEK2	YWHAZ	9606.ENSP00000372023	9606.ENSP00000379287	0	0	0	0	0.062	0.181	0	0.282	0.400
CHEK2	PPP5D1	9606.ENSP00000372023	9606.ENSP00000471730	0	0	0	0	0.225	0.213	0	0.101	0.403
CHEK2	MRC1	9606.ENSP00000372023	9606.ENSP00000455897	0	0	0	0	0	0.213	0	0.379	0.491
CHEK2	TOP2A	9606.ENSP00000372023	9606.ENSP00000411532	0	0	0	0	0.162	0	0	0.621	0.669
CHEK2	MCM10	9606.ENSP00000372023	9606.ENSP00000418268	0	0	0	0	0.239	0.153	0	0.674	0.771
CHEK2	KPNA2	9606.ENSP00000372023	9606.ENSP00000438483	0	0	0	0	0.136	0.462	0	0.760	0.879
CHMP4A	SDCBP	9606.ENSP00000324205	9606.ENSP00000260130	0	0	0	0	0	0	0	0.630	0.630
CHMP4A	NEDD4L	9606.ENSP00000324205	9606.ENSP00000383199	0	0	0	0	0.082	0	0.600	0.399	0.760
CHMP4A	RNASE1	9606.ENSP00000324205	9606.ENSP00000381057	0	0	0	0	0	0	0.900	0	0.900
CHN2	MYO16	9606.ENSP00000222792	9606.ENSP00000401633	0	0	0	0	0.062	0.059	0	0.424	0.447
CHN2	DPEP3	9606.ENSP00000222792	9606.ENSP00000268793	0	0	0	0	0	0	0	0.467	0.467
CHN2	STARD13	9606.ENSP00000222792	9606.ENSP00000338785	0	0	0	0.563	0.062	0.369	0	0.416	0.488
CHST9	DCN	9606.ENSP00000480991	9606.ENSP00000052754	0	0	0	0	0	0	0.900	0.089	0.905
CHST9	TP53I3	9606.ENSP00000480991	9606.ENSP00000238721	0	0	0	0	0	0	0	0.417	0.417
CHST9	NCAN	9606.ENSP00000480991	9606.ENSP00000252575	0	0	0	0	0.060	0	0.900	0	0.901
CHST9	DOK6	9606.ENSP00000480991	9606.ENSP00000372160	0	0	0	0	0	0	0	0.442	0.442
CHUK	IL1A	9606.ENSP00000359424	9606.ENSP00000263339	0	0	0	0	0.062	0	0.900	0.392	0.937
CHUK	IL1B	9606.ENSP00000359424	9606.ENSP00000263341	0	0	0	0	0	0.056	0	0.772	0.776
CHUK	STAT3	9606.ENSP00000359424	9606.ENSP00000264657	0	0	0	0	0.062	0.140	0	0.563	0.616
CHUK	IRS1	9606.ENSP00000359424	9606.ENSP00000304895	0	0	0	0	0	0.339	0.800	0.507	0.929
CHUK	STAT1	9606.ENSP00000359424	9606.ENSP00000354394	0	0	0	0	0	0.140	0	0.509	0.559
CHUK	PRKCD	9606.ENSP00000359424	9606.ENSP00000378217	0	0	0	0.560	0.063	0.327	0	0.319	0.427
CHUK	UBR4	9606.ENSP00000359424	9606.ENSP00000364403	0	0	0	0	0.062	0	0	0.415	0.428
CHUK	PPA1	9606.ENSP00000359424	9606.ENSP00000362329	0	0	0	0	0.083	0	0	0.453	0.477
CHUK	OPTN	9606.ENSP00000359424	9606.ENSP00000368022	0	0	0	0	0	0.093	0	0.461	0.490
CHUK	IL6	9606.ENSP00000359424	9606.ENSP00000385675	0	0	0	0	0.049	0	0	0.686	0.689
CHUK	JUN	9606.ENSP00000359424	9606.ENSP00000360266	0	0	0	0	0	0.057	0	0.735	0.740
CHUK	TLR4	9606.ENSP00000359424	9606.ENSP00000363089	0	0	0	0	0	0.089	0.900	0.660	0.966
CHUK	ERC1	9606.ENSP00000359424	9606.ENSP00000468263	0	0	0	0	0	0.270	0.900	0.576	0.966
CHUK	TNF	9606.ENSP00000359424	9606.ENSP00000398698	0	0	0	0	0.062	0.680	0.900	0.777	0.992
CIDEC	FABP4	9606.ENSP00000373328	9606.ENSP00000256104	0	0	0	0	0.183	0	0	0.612	0.669
CIDEC	PPARGC1A	9606.ENSP00000373328	9606.ENSP00000264867	0	0	0	0	0	0	0	0.425	0.424
CIDEC	PPARG	9606.ENSP00000373328	9606.ENSP00000287820	0	0	0	0	0.091	0	0	0.724	0.738
CIDEC	LPL	9606.ENSP00000373328	9606.ENSP00000309757	0	0	0	0	0.062	0	0	0.430	0.442
CIDEC	SREBF1	9606.ENSP00000373328	9606.ENSP00000348069	0	0	0	0	0	0	0	0.563	0.563
CIDEC	LPIN1	9606.ENSP00000373328	9606.ENSP00000397908	0	0	0	0	0.062	0	0	0.443	0.455
CIDEC	PPARA	9606.ENSP00000373328	9606.ENSP00000385523	0	0	0	0	0.062	0	0	0.562	0.572
CKS2	OIP5	9606.ENSP00000364976	9606.ENSP00000220514	0	0	0	0	0.685	0	0	0.101	0.704
CKS2	RAD51AP1	9606.ENSP00000364976	9606.ENSP00000228843	0	0	0	0	0.570	0	0	0.155	0.621
CKS2	MND1	9606.ENSP00000364976	9606.ENSP00000240488	0	0	0	0	0.545	0	0	0.130	0.587
CKS2	MCM4	9606.ENSP00000364976	9606.ENSP00000262105	0	0	0	0	0.474	0	0	0.369	0.654
CKS2	KIF18A	9606.ENSP00000364976	9606.ENSP00000263181	0	0	0	0	0.381	0	0	0.090	0.413
CKS2	MCM6	9606.ENSP00000364976	9606.ENSP00000264156	0	0	0	0	0.387	0	0	0.338	0.577
CKS2	FEN1	9606.ENSP00000364976	9606.ENSP00000305480	0	0	0	0	0.604	0	0	0.133	0.642
CKS2	TYMS	9606.ENSP00000364976	9606.ENSP00000315644	0	0	0	0	0.863	0	0	0.360	0.909
CKS2	DTL	9606.ENSP00000364976	9606.ENSP00000355958	0	0	0	0	0.676	0	0	0	0.676
CKS2	UBE2T	9606.ENSP00000364976	9606.ENSP00000356243	0	0	0	0	0.659	0	0	0.077	0.672
CKS2	ZWINT	9606.ENSP00000364976	9606.ENSP00000363055	0	0	0	0	0.684	0	0	0.391	0.799
CKS2	HELLS	9606.ENSP00000364976	9606.ENSP00000377601	0	0	0	0	0.304	0.059	0	0.181	0.417
CKS2	MCM10	9606.ENSP00000364976	9606.ENSP00000418268	0	0	0	0	0.360	0	0	0.138	0.425
CKS2	PBK	9606.ENSP00000364976	9606.ENSP00000428489	0	0	0	0	0.820	0	0	0.268	0.862
CKS2	TOP2A	9606.ENSP00000364976	9606.ENSP00000411532	0	0	0	0	0.824	0	0	0.497	0.908
CKS2	NUSAP1	9606.ENSP00000364976	9606.ENSP00000453403	0	0	0	0	0.849	0	0	0.511	0.923
CKS2	KPNA2	9606.ENSP00000364976	9606.ENSP00000438483	0	0	0	0	0.778	0.071	0	0.664	0.924
CKS2	PCNA	9606.ENSP00000364976	9606.ENSP00000368458	0	0	0	0	0.883	0	0.360	0.092	0.926
CLDN12	LEAP2	9606.ENSP00000287916	9606.ENSP00000296877	0	0	0	0	0	0	0	0.407	0.407
CLDN12	KL	9606.ENSP00000287916	9606.ENSP00000369442	0	0	0	0	0	0	0	0.455	0.455
CLDN12	IGSF5	9606.ENSP00000287916	9606.ENSP00000369962	0	0	0	0	0.053	0	0	0.513	0.519
CLEC4G	FCN2	9606.ENSP00000327599	9606.ENSP00000291744	0	0	0	0	0.107	0.158	0	0.312	0.438
CLIC6	ENPP5	9606.ENSP00000290332	9606.ENSP00000360436	0	0	0	0	0.062	0	0	0.421	0.433
CLIC6	GABRE	9606.ENSP00000290332	9606.ENSP00000359353	0	0	0	0	0	0	0.540	0.043	0.540
CLK4	SRSF5	9606.ENSP00000316948	9606.ENSP00000452123	0	0	0	0	0.083	0.175	0	0.567	0.644
CLK4	PNISR	9606.ENSP00000316948	9606.ENSP00000358242	0	0	0	0	0.671	0	0	0.064	0.679
CLOCK	SIRT1	9606.ENSP00000308741	9606.ENSP00000212015	0	0	0	0	0	0.495	0.900	0.989	0.999
CLOCK	SERPINE1	9606.ENSP00000308741	9606.ENSP00000223095	0	0	0	0	0	0	0.900	0.293	0.926
CLOCK	RORA	9606.ENSP00000308741	9606.ENSP00000261523	0	0	0	0	0.062	0.101	0.900	0.690	0.970
CLOCK	PPARGC1A	9606.ENSP00000308741	9606.ENSP00000264867	0	0	0	0	0	0	0.650	0.513	0.822
CLOCK	NCOR1	9606.ENSP00000308741	9606.ENSP00000268712	0	0	0	0	0.062	0.098	0.900	0.396	0.942
CLOCK	PPARG	9606.ENSP00000308741	9606.ENSP00000287820	0	0	0	0	0	0.213	0	0.559	0.638
CLOCK	PPARA	9606.ENSP00000308741	9606.ENSP00000385523	0	0	0	0	0	0.213	0.900	0.567	0.963
CMYA5	DTNA	9606.ENSP00000394770	9606.ENSP00000470152	0	0	0	0	0.086	0	0	0.609	0.627
CNKSR1	MAPK1	9606.ENSP00000363371	9606.ENSP00000215832	0	0	0	0	0	0.149	0.600	0.078	0.658
CNKSR1	PAPD7	9606.ENSP00000363371	9606.ENSP00000230859	0	0	0	0	0	0	0.600	0	0.600
CNKSR1	RAF1	9606.ENSP00000363371	9606.ENSP00000251849	0	0	0	0	0	0.400	0.600	0.292	0.815
CNKSR1	NRAS	9606.ENSP00000363371	9606.ENSP00000358548	0	0	0	0	0	0.156	0.600	0.105	0.671
CNKSR1	YWHAB	9606.ENSP00000363371	9606.ENSP00000361930	0	0	0	0	0	0.057	0.600	0.061	0.614
CNKSR1	RHOA	9606.ENSP00000363371	9606.ENSP00000400175	0	0	0	0	0	0.680	0	0.411	0.803
CNR1	SLC32A1	9606.ENSP00000358513	9606.ENSP00000217420	0	0	0	0	0.230	0	0	0.429	0.541
CNR1	PSMD10	9606.ENSP00000358513	9606.ENSP00000217958	0	0	0	0	0	0.062	0	0.430	0.442
CNR1	IL1B	9606.ENSP00000358513	9606.ENSP00000263341	0	0	0	0	0	0	0	0.504	0.504
CNR1	GNA12	9606.ENSP00000358513	9606.ENSP00000275364	0	0	0	0	0	0.151	0	0.431	0.496
CNR1	PPARG	9606.ENSP00000358513	9606.ENSP00000287820	0	0	0	0	0	0.056	0	0.709	0.714
CNR1	MET	9606.ENSP00000358513	9606.ENSP00000317272	0	0	0	0	0	0.225	0	0.375	0.495
CNR1	SREBF1	9606.ENSP00000358513	9606.ENSP00000348069	0	0	0	0	0	0	0	0.451	0.451
CNR1	RHOA	9606.ENSP00000358513	9606.ENSP00000400175	0	0	0	0	0	0.056	0	0.435	0.443
CNR1	YWHAB	9606.ENSP00000358513	9606.ENSP00000361930	0	0	0	0	0.062	0	0	0.450	0.462
CNR1	IL6	9606.ENSP00000358513	9606.ENSP00000385675	0	0	0	0	0	0	0	0.477	0.477
CNR1	TLR4	9606.ENSP00000358513	9606.ENSP00000363089	0	0	0	0	0	0	0	0.484	0.484
CNR1	TNF	9606.ENSP00000358513	9606.ENSP00000398698	0	0	0	0	0	0	0	0.529	0.529
CNR1	HTR2A	9606.ENSP00000358513	9606.ENSP00000437737	0	0	0	0.568	0.091	0.312	0	0.810	0.574
CNR1	GNG12	9606.ENSP00000358513	9606.ENSP00000360021	0	0	0	0	0	0	0.600	0	0.600
CNR1	PPARA	9606.ENSP00000358513	9606.ENSP00000385523	0	0	0	0	0	0.056	0	0.818	0.821
CNR1	SAG	9606.ENSP00000358513	9606.ENSP00000386444	0	0	0	0	0	0.173	0	0.908	0.921
CNR1	GNB1	9606.ENSP00000358513	9606.ENSP00000481878	0	0	0	0	0.062	0.824	0.600	0	0.928
CNTNAP2	MET	9606.ENSP00000354778	9606.ENSP00000317272	0	0	0	0	0.065	0	0	0.434	0.448
CNTNAP2	PTPRD	9606.ENSP00000354778	9606.ENSP00000370593	0	0	0	0	0.159	0.057	0	0.369	0.456
CNTNAP2	KCNAB1	9606.ENSP00000354778	9606.ENSP00000419952	0	0	0	0	0.063	0.180	0	0.355	0.461
CNTNAP2	ROBO1	9606.ENSP00000354778	9606.ENSP00000420321	0	0	0	0	0.062	0	0	0.584	0.593
CNTNAP2	KCNAB2	9606.ENSP00000354778	9606.ENSP00000367323	0	0	0	0	0.062	0.213	0	0.521	0.615
CNTNAP2	ZIC4	9606.ENSP00000354778	9606.ENSP00000435509	0	0	0	0	0.088	0	0	0.603	0.622
COA3	UBE2Z	9606.ENSP00000354762	9606.ENSP00000354201	0	0	0	0	0	0	0	0.543	0.543
COA3	COX4I1	9606.ENSP00000354762	9606.ENSP00000457513	0	0	0	0	0.141	0.675	0	0.469	0.838
COBLL1	EPB41L4A	9606.ENSP00000341360	9606.ENSP00000261486	0	0	0	0	0	0	0	0.551	0.551
COBLL1	IRS1	9606.ENSP00000341360	9606.ENSP00000304895	0	0	0	0	0.062	0.153	0	0.345	0.434
COBLL1	PPP1R3B	9606.ENSP00000341360	9606.ENSP00000308318	0	0	0	0	0	0	0	0.457	0.457
COBLL1	LYPLAL1	9606.ENSP00000341360	9606.ENSP00000355895	0	0	0	0	0	0	0	0.612	0.612
COBLL1	PACSIN3	9606.ENSP00000341360	9606.ENSP00000440945	0	0	0	0	0	0.877	0	0.101	0.884
COL10A1	SOX9	9606.ENSP00000327368	9606.ENSP00000245479	0	0	0	0	0.062	0	0	0.846	0.849
COL10A1	COL1A2	9606.ENSP00000327368	9606.ENSP00000297268	0	0	0.444	0.725	0.108	0	0.300	0.572	0.511
COL10A1	COL3A1	9606.ENSP00000327368	9606.ENSP00000304408	0	0	0.435	0.758	0.085	0	0.300	0.491	0.467
COL10A1	COL13A1	9606.ENSP00000327368	9606.ENSP00000381949	0	0	0.423	0.705	0	0	0.300	0.234	0.419
COL10A1	COL5A1	9606.ENSP00000327368	9606.ENSP00000360882	0	0	0.411	0.772	0.062	0	0.300	0.442	0.435
COL10A1	SLC35G1	9606.ENSP00000327368	9606.ENSP00000400932	0	0	0	0	0	0	0	0.439	0.439
COL10A1	COL5A2	9606.ENSP00000327368	9606.ENSP00000364000	0	0	0.442	0.726	0.097	0	0.300	0.491	0.491
COL10A1	SPP1	9606.ENSP00000327368	9606.ENSP00000378517	0	0	0	0	0	0	0	0.514	0.514
COL13A1	PNPLA3	9606.ENSP00000381949	9606.ENSP00000216180	0	0	0	0	0	0.058	0	0.425	0.435
COL13A1	COL1A2	9606.ENSP00000381949	9606.ENSP00000297268	0	0	0.394	0.710	0.087	0	0.300	0.278	0.447
COL13A1	COL6A2	9606.ENSP00000381949	9606.ENSP00000300527	0	0	0	0.639	0.140	0	0.300	0.393	0.455
COL13A1	COL3A1	9606.ENSP00000381949	9606.ENSP00000304408	0	0	0.389	0.717	0.076	0	0.300	0.333	0.447
COL13A1	MARC1	9606.ENSP00000381949	9606.ENSP00000355877	0	0	0	0	0	0	0	0.499	0.499
COL13A1	COL5A1	9606.ENSP00000381949	9606.ENSP00000360882	0	0	0.299	0.745	0.111	0	0.300	0.426	0.457
COL13A1	COL5A2	9606.ENSP00000381949	9606.ENSP00000364000	0	0	0.406	0.733	0.098	0	0.300	0.381	0.464
COL13A1	CRACR2A	9606.ENSP00000381949	9606.ENSP00000409382	0	0	0	0	0	0	0	0.506	0.506
COL13A1	LAMA2	9606.ENSP00000381949	9606.ENSP00000400365	0	0	0	0	0.093	0.102	0	0.532	0.586
COL1A2	DCN	9606.ENSP00000297268	9606.ENSP00000052754	0	0	0	0	0.927	0.241	0	0.567	0.974
COL1A2	FAP	9606.ENSP00000297268	9606.ENSP00000188790	0	0	0	0	0.617	0	0	0.119	0.648
COL1A2	TGFB1	9606.ENSP00000297268	9606.ENSP00000221930	0	0	0	0	0.062	0.080	0	0.586	0.612
COL1A2	SERPINE1	9606.ENSP00000297268	9606.ENSP00000223095	0	0	0	0	0.148	0.059	0	0.517	0.579
COL1A2	SOX9	9606.ENSP00000297268	9606.ENSP00000245479	0	0	0	0	0.070	0.056	0	0.533	0.554
COL1A2	LOXL1	9606.ENSP00000297268	9606.ENSP00000261921	0	0	0	0	0.378	0	0	0.391	0.605
COL1A2	IL1B	9606.ENSP00000297268	9606.ENSP00000263341	0	0	0	0	0	0	0	0.414	0.414
COL1A2	LUM	9606.ENSP00000297268	9606.ENSP00000266718	0	0	0	0	0.875	0.472	0.900	0.559	0.996
COL1A2	RFX5	9606.ENSP00000297268	9606.ENSP00000290524	0	0	0	0	0	0.282	0	0.284	0.464
COL1A2	PCOLCE2	9606.ENSP00000297268	9606.ENSP00000295992	0	0	0	0	0.062	0	0.900	0.315	0.930
COL1A2	ITGB5	9606.ENSP00000297268	9606.ENSP00000296181	0	0	0	0	0.098	0.061	0.600	0.349	0.750
COL1A2	MKX	9606.ENSP00000297268	9606.ENSP00000364946	0	0	0	0	0.062	0	0	0.403	0.416
COL1A2	TNF	9606.ENSP00000297268	9606.ENSP00000398698	0	0	0	0	0	0.058	0	0.409	0.419
COL1A2	JUN	9606.ENSP00000297268	9606.ENSP00000360266	0	0	0	0	0	0	0	0.420	0.420
COL1A2	LAMA2	9606.ENSP00000297268	9606.ENSP00000400365	0	0	0	0	0.159	0.102	0	0.293	0.420
COL1A2	IL6	9606.ENSP00000297268	9606.ENSP00000385675	0	0	0	0	0	0	0	0.465	0.465
COL1A2	IGF1	9606.ENSP00000297268	9606.ENSP00000302665	0	0	0	0	0.063	0	0	0.509	0.520
COL1A2	CXCL12	9606.ENSP00000297268	9606.ENSP00000379140	0	0	0	0	0.305	0	0	0.365	0.539
COL1A2	SPP1	9606.ENSP00000297268	9606.ENSP00000378517	0	0	0	0	0.087	0	0	0.518	0.541
COL1A2	ITGA6	9606.ENSP00000297268	9606.ENSP00000386896	0	0	0	0	0.051	0	0.600	0.235	0.684
COL1A2	COL6A2	9606.ENSP00000297268	9606.ENSP00000300527	0	0	0	0.581	0.620	0	0.300	0.691	0.801
COL1A2	COL5A1	9606.ENSP00000297268	9606.ENSP00000360882	0	0	0.426	0.840	0.723	0.466	0.720	0.785	0.963
COL1A2	COL3A1	9606.ENSP00000297268	9606.ENSP00000304408	0	0	0.440	0.930	0.948	0.213	0.800	0.873	0.991
COL1A2	COL5A2	9606.ENSP00000297268	9606.ENSP00000364000	0	0	0.446	0.936	0.964	0.400	0.720	0.810	0.993
COL3A1	DCN	9606.ENSP00000304408	9606.ENSP00000052754	0	0	0	0	0.824	0.076	0	0.608	0.931
COL3A1	FAP	9606.ENSP00000304408	9606.ENSP00000188790	0	0	0	0	0.560	0	0	0.112	0.593
COL3A1	TGFB1	9606.ENSP00000304408	9606.ENSP00000221930	0	0	0	0	0	0.080	0	0.559	0.577
COL3A1	SERPINE1	9606.ENSP00000304408	9606.ENSP00000223095	0	0	0	0	0.117	0.059	0	0.476	0.527
COL3A1	SOX9	9606.ENSP00000304408	9606.ENSP00000245479	0	0	0	0	0.076	0.056	0	0.443	0.472
COL3A1	ISLR	9606.ENSP00000304408	9606.ENSP00000249842	0	0	0	0	0.563	0.076	0	0.073	0.593
COL3A1	LOXL1	9606.ENSP00000304408	9606.ENSP00000261921	0	0	0	0	0.356	0	0	0.393	0.592
COL3A1	IL1B	9606.ENSP00000304408	9606.ENSP00000263341	0	0	0	0	0	0	0	0.414	0.414
COL3A1	LUM	9606.ENSP00000304408	9606.ENSP00000266718	0	0	0	0	0.831	0.189	0.720	0.607	0.982
COL3A1	PCOLCE2	9606.ENSP00000304408	9606.ENSP00000295992	0	0	0	0	0.063	0	0.900	0.258	0.924
COL3A1	COL6A2	9606.ENSP00000304408	9606.ENSP00000300527	0	0	0	0.597	0.600	0.178	0.300	0.681	0.817
COL3A1	IGF1	9606.ENSP00000304408	9606.ENSP00000302665	0	0	0	0	0.114	0	0	0.391	0.437
COL3A1	SPP1	9606.ENSP00000304408	9606.ENSP00000378517	0	0	0	0	0.062	0	0	0.414	0.426
COL3A1	TNF	9606.ENSP00000304408	9606.ENSP00000398698	0	0	0	0	0	0.102	0	0.395	0.433
COL3A1	LAMA3	9606.ENSP00000304408	9606.ENSP00000324532	0	0	0	0	0.087	0.168	0	0.325	0.442
